Айді громади,Назва громади,[41010100] Реверсна дотація,[41020100] Базова дотація,[41020200] На здійснення переданих з державного бюджету видатків з утримання закладів освіти та охорони здоров'я,"[41020300] На функціонування територій, на яких ведуться бойові дії",[41020400] Додаткові дотації з державного бюджету місцевим бюджетам (загальна),[41020600] [Назву стерто] Додаткова дотація (виключена наприкінці 2024 року),[41020800] Бюджету Славутицької міської територіальної громади на утримання соціальної інфраструктури,[41021000] На компенсацію втрат доходів внаслідок пільг суб’єктам космічної діяльності,[41021100] [Назву стерто] Додаткова дотація (виключена наприкінці 2023 року),[41021200] Обласним бюджетам Донецької та Луганської областей на усунення наслідків ескалації,"[41021300] На компенсацію комунальним закладам, переданим на фінансування з місцевих бюджетів",[41021400] На здійснення повноважень органів самоврядування на деокупованих та інших територіях,Сума Базова,Сума Реверсна,Сума Додаткові
0855400000,Семенівська,489300.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,489300.0,0.0
0850500000,Смирновська,975200.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,975200.0,0.0
0857300000,Степненська,0.0,10029100.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,10029100.0,0.0,0.0
0857400000,Степногірська,0.0,14513300.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,14513300.0,0.0,0.0
0851600000,Таврійська,0.0,4547700.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4547700.0,0.0,0.0
0855500000,Тернуватська,0.0,134900.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,134900.0,0.0,0.0
0857500000,Терпіннівська,0.0,6888000.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,6888000.0,0.0,0.0
0857600000,Токмацька,0.0,30722500.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,30722500.0,0.0,0.0
0855600000,Федорівська,0.0,800400.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,800400.0,0.0,0.0
0852000000,Чернігівська,0.0,4710500.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4710500.0,0.0,0.0
0852300000,Широківська,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0853300000,Якимівська,0.0,17968700.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,17968700.0,0.0,0.0
0653300000,Ємільчинська,0.0,21185300.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,21185300.0,0.0,0.0
0650400000,Іршанська,1044400.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1044400.0,0.0
0652200000,Андрушківська,1557700.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1557700.0,0.0
0655700000,Андрушівська,0.0,5297300.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5297300.0,0.0,0.0
0651100000,Баранівська,0.0,25229800.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,25229800.0,0.0,0.0
0652300000,Барашівська,0.0,11183600.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,11183600.0,0.0,0.0
0655800000,Бердичівська,0.0,12781100.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,12781100.0,0.0,0.0
0655800000,Березівська,0.0,12781100.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,12781100.0,0.0,0.0
0653500000,Брониківська,0.0,9787800.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,9787800.0,0.0,0.0
0651400000,Брусилівська,0.0,3755500.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3755500.0,0.0,0.0
0652400000,Білокоровицька,0.0,7737300.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,7737300.0,0.0,0.0
0650100000,Високівська,0.0,1037200.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1037200.0,0.0,0.0
0650200000,Вишевицька,0.0,2525200.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2525200.0,0.0,0.0
0656000000,Волицька,0.0,130500.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,130500.0,0.0,0.0
0654700000,Вчорайшенська,0.0,3942100.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3942100.0,0.0,0.0
0650400000,Вільшанська,1044400.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1044400.0,0.0
0656100000,Гладковицька,0.0,2534100.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2534100.0,0.0,0.0
0654400000,Глибочицька,0.0,15883800.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,15883800.0,0.0,0.0
0651500000,Городницька,0.0,12951900.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,12951900.0,0.0,0.0
0656200000,Городоцька,352500.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,352500.0,0.0
0652600000,Горщиківська,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0654800000,Гришковецька,0.0,12461400.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,12461400.0,0.0,0.0
0651600000,Довбиська,0.0,10594300.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,10594300.0,0.0,0.0
0650300000,Дубрівська,0.0,4961400.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4961400.0,0.0,0.0
0655200000,Житомирська,143629800.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,143629800.0,0.0
0655300000,Звягельська,9207900.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,9207900.0,0.0
0652700000,Квітнева,4162500.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4162500.0,0.0
0651000000,Корнинська,0.0,6480100.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,6480100.0,0.0,0.0
0656300000,Коростенська,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0651200000,Коростишівська,0.0,25579800.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,25579800.0,0.0,0.0
0652800000,Краснопільська,0.0,3593000.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3593000.0,0.0,0.0
0653900000,Курненська,0.0,13599700.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,13599700.0,0.0,0.0
0651700000,Лугинська,0.0,16603300.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,16603300.0,0.0,0.0
0653400000,Любарська,0.0,4877500.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4877500.0,0.0,0.0
0656400000,Малинська,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0651800000,Миропільська,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0650500000,Народицька,0.0,6426500.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,6426500.0,0.0,0.0
0650600000,Новоборівська,0.0,11072700.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,11072700.0,0.0,0.0
0656500000,Новогуйвинська,714000.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,714000.0,0.0
0653800000,Овруцька,0.0,24001500.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,24001500.0,0.0,0.0
0651300000,Олевська,0.0,38406400.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,38406400.0,0.0,0.0
0654500000,Оліївська,21501400.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,21501400.0,0.0
0651900000,Попільнянська,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0650700000,Потіївська,0.0,4382400.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4382400.0,0.0,0.0
0654200000,Пулинська,0.0,13187800.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,13187800.0,0.0,0.0
0653600000,Піщівська,0.0,5101900.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5101900.0,0.0,0.0
0654300000,Радомишльська,0.0,1109100.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1109100.0,0.0,0.0
0654900000,Райгородоцька,0.0,5749400.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5749400.0,0.0,0.0
0656600000,Романівська,0.0,14949700.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,14949700.0,0.0,0.0
0656700000,Ружинська,0.0,6507400.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,6507400.0,0.0,0.0
0656600000,Семенівська,0.0,14949700.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,14949700.0,0.0,0.0
0653700000,Словечанська,0.0,9999400.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,9999400.0,0.0,0.0
0653000000,Станишівська,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0655600000,Старосілецька,0.0,5698800.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5698800.0,0.0,0.0
0655400000,Стриївська,0.0,1850700.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1850700.0,0.0,0.0
0650800000,Тетерівська,0.0,5148700.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5148700.0,0.0,0.0
0653100000,Ушомирська,27515900.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,27515900.0,0.0
0655500000,Харитонівська,0.0,146900.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,146900.0,0.0,0.0
0652000000,Хорошівська,0.0,20608400.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,20608400.0,0.0,0.0
0650900000,Червоненська,0.0,7774800.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,7774800.0,0.0,0.0
0656800000,Черняхівська,0.0,11552500.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,11552500.0,0.0,0.0
0653200000,Чижівська,4541300.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4541300.0,0.0
0652100000,Чоповицька,0.0,7690900.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,7690900.0,0.0,0.0
0655000000,Чуднівська,0.0,6077200.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,6077200.0,0.0,0.0
0655100000,Швайківська,0.0,2784500.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2784500.0,0.0,0.0
0656900000,Ярунська,0.0,7047900.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,7047900.0,0.0,0.0
