Айді громади,Назва громади,[41010100] Реверсна дотація,[41020100] Базова дотація,[41020200] На здійснення переданих з державного бюджету видатків з утримання закладів освіти та охорони здоров'я,"[41020300] На функціонування територій, на яких ведуться бойові дії",[41020400] Додаткові дотації з державного бюджету місцевим бюджетам (загальна),[41020600] [Назву стерто] Додаткова дотація (виключена наприкінці 2024 року),[41020800] Бюджету Славутицької міської територіальної громади на утримання соціальної інфраструктури,[41021000] На компенсацію втрат доходів внаслідок пільг суб’єктам космічної діяльності,[41021200] Обласним бюджетам Донецької та Луганської областей на усунення наслідків ескалації,"[41021300] На компенсацію комунальним закладам, переданим на фінансування з місцевих бюджетів",[41021400] На здійснення повноважень органів самоврядування на деокупованих та інших територіях,Сума Базова,Сума Реверсна,Сума Додаткові
1051800000,Богуславська,0.0,27823100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12005200.0,27823100.0,0.0,12005200.0
1052800000,Бориспільська,59643400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4169700.0,0.0,59643400.0,4169700.0
1051100000,Бородянська,0.0,41781500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3577300.0,41781500.0,0.0,3577300.0
1052900000,Борщагівська,112866600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138253500.0,0.0,112866600.0,138253500.0
1053000000,Боярська,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2875400.0,0.0,0.0,2875400.0
1053100000,Броварська,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6197100.0,0.0,0.0,6197100.0
1051500000,Бучанська,0.0,33162100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16267600.0,33162100.0,0.0,16267600.0
1052600000,Білогородська,2897500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21553200.0,0.0,2897500.0,21553200.0
1052700000,Білоцерківська,174556600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174556600.0,0.0
1053200000,Васильківська,20646700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345400.0,0.0,20646700.0,345400.0
1050400000,Великодимерська,0.0,3325100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3325100.0,0.0,0.0
1053300000,Вишгородська,102404300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4835700.0,0.0,102404300.0,4835700.0
1053400000,Вишнева,44412500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7761400.0,0.0,44412500.0,7761400.0
1053500000,Володарська,0.0,3602200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9490300.0,3602200.0,0.0,9490300.0
1053600000,Вороньківська,9826200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3482600.0,0.0,9826200.0,3482600.0
1053700000,Гатненська,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1813200.0,0.0,0.0,1813200.0
1051900000,Глевахівська,11209900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1989600.0,0.0,11209900.0,1989600.0
1053900000,Гостомельська,52666700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13166600.0,0.0,52666700.0,13166600.0
1054000000,Гребінківська,0.0,20386600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7776200.0,20386600.0,0.0,7776200.0
1053800000,Гірська,75098400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32867200.0,0.0,75098400.0,32867200.0
1054100000,Димерська,0.0,23021700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23021700.0,0.0,0.0
1051300000,Дмитрівська,72588200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10606700.0,0.0,72588200.0,10606700.0
1050500000,Дівичківська,61098700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70956300.0,0.0,61098700.0,70956300.0
1052300000,Зазимська,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2656600.0,0.0,0.0,2656600.0
1054300000,Згурівська,3842500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5213000.0,0.0,3842500.0,5213000.0
1054400000,Золочівська,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3210300.0,0.0,0.0,3210300.0
1054700000,Кагарлицька,0.0,12652500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18851400.0,12652500.0,0.0,18851400.0
1051200000,Калинівська,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28784800.0,0.0,0.0,28784800.0
1050100000,Калитянська,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1051200000,Ковалівська,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28784800.0,0.0,0.0,28784800.0
1054900000,Кожанська,0.0,18604000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9162500.0,18604000.0,0.0,9162500.0
1055000000,Козинська,14290500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19525900.0,0.0,14290500.0,19525900.0
1055100000,Коцюбинська,0.0,37166200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37166200.0,0.0,0.0
1055200000,Макарівська,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35346100.0,0.0,0.0,35346100.0
1055300000,Маловільшанська,0.0,13595900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6326900.0,13595900.0,0.0,6326900.0
1050300000,Медвинська,0.0,6711400.0,1023300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4011400.0,6711400.0,0.0,5034700.0
1051300000,Миронівська,72588200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10606700.0,0.0,72588200.0,10606700.0
1055400000,Немішаївська,0.0,32050100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4484300.0,32050100.0,0.0,4484300.0
1051700000,Обухівська,68786000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6564300.0,0.0,68786000.0,6564300.0
1055500000,Переяславська,11544100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2945400.0,0.0,11544100.0,2945400.0
1055600000,Петрівська,11128400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1042600.0,0.0,11128400.0,1042600.0
1055800000,Поліська,0.0,7654400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7654400.0,0.0,0.0
1055900000,Пристолична,71369900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2157100.0,0.0,71369900.0,2157100.0
1055700000,Пірнівська,0.0,8246200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3248600.0,8246200.0,0.0,3248600.0
1050200000,Пісківська,0.0,3725100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14067700.0,3725100.0,0.0,14067700.0
1051600000,Ржищівська,0.0,90000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11088200.0,90000.0,0.0,11088200.0
1056000000,Рокитнянська,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6574400.0,0.0,0.0,6574400.0
1056100000,Сквирська,0.0,19541500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12173600.0,19541500.0,0.0,12173600.0
1056200000,Славутицька,56524900.0,0.0,0.0,0.0,0.0,0.0,30000000.0,0.0,0.0,0.0,0.0,0.0,56524900.0,30000000.0
1056300000,Ставищенська,0.0,7502300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12785400.0,7502300.0,0.0,12785400.0
1050900000,Студениківська,11326000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3166300.0,0.0,11326000.0,3166300.0
1056400000,Таращанська,0.0,24235900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15382100.0,24235900.0,0.0,15382100.0
1052000000,Ташанська,20058300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16801900.0,0.0,20058300.0,16801900.0
1050800000,Тетіївська,0.0,37253500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10197000.0,37253500.0,0.0,10197000.0
1052100000,Томашівська,0.0,6119500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12791400.0,6119500.0,0.0,12791400.0
1050700000,Узинська,0.0,31557200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5400900.0,31557200.0,0.0,5400900.0
1056500000,Українська,18845600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4972200.0,0.0,18845600.0,4972200.0
1056600000,Фастівська,0.0,4080100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3521800.0,4080100.0,0.0,3521800.0
1056700000,Феодосіївська,0.0,18330800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5089000.0,18330800.0,0.0,5089000.0
1050600000,Фурсівська,0.0,15488300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6599000.0,15488300.0,0.0,6599000.0
1052200000,Циблівська,0.0,4564800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2396100.0,4564800.0,0.0,2396100.0
1056800000,Чабанівська,5630400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,705800.0,0.0,5630400.0,705800.0
1056900000,Яготинська,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5054400.0,0.0,0.0,5054400.0
1250200000,Айдарська,0.0,61392800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71812100.0,61392800.0,0.0,71812100.0
1253100000,Алчевська,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1253200000,Антрацитівська,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1250500000,Біловодська,0.0,58990000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72464600.0,58990000.0,0.0,72464600.0
1250100000,Білокуракинська,0.0,35542900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53923200.0,35542900.0,0.0,53923200.0
1251600000,Білолуцька,0.0,27730900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22279900.0,27730900.0,0.0,22279900.0
1251700000,Гірська,0.0,69790100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83889500.0,69790100.0,0.0,83889500.0
1253300000,Довжанська,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1253400000,Зимогір'ївська,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1253500000,Кадіївська,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1251500000,Коломийчиська,0.0,9661700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11415300.0,9661700.0,0.0,11415300.0
1250600000,Красноріченська,0.0,23751400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13899200.0,23751400.0,0.0,13899200.0
1251800000,Кремінська,0.0,42702900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3554200.0,42702900.0,0.0,3554200.0
1251900000,Лисичанська,251592000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,467477900.0,0.0,251592000.0,467477900.0
1250900000,Лозно-Олександрівська,0.0,10959700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17934400.0,10959700.0,0.0,17934400.0
1253600000,Луганська,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1253700000,Лутугинська,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1251100000,Марківська,0.0,26364300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58436900.0,26364300.0,0.0,58436900.0
1252000000,Міловська,0.0,38769600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39689200.0,38769600.0,0.0,39689200.0
1250800000,Нижньодуванська,0.0,13153600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16931000.0,13153600.0,0.0,16931000.0
1252100000,Нижньотеплівська,0.0,21053500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14171200.0,21053500.0,0.0,14171200.0
1252200000,Новоайдарська,0.0,49087300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54392400.0,49087300.0,0.0,54392400.0
1253800000,Отаманівська,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1252300000,Попаснянська,0.0,48471800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66280600.0,48471800.0,0.0,66280600.0
1253900000,Ровеньківська,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1252400000,Рубіжанська,0.0,135434700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105470100.0,135434700.0,0.0,105470100.0
1252500000,Сватівська,0.0,25165700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60998400.0,25165700.0,0.0,60998400.0
1254000000,Сорокинська,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1252700000,Станично-Луганська,0.0,66673500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56067900.0,66673500.0,0.0,56067900.0
1252800000,Старобільська,0.0,25612700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112676400.0,25612700.0,0.0,112676400.0
1252600000,Сіверськодонецька,139033400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106114000.0,0.0,139033400.0,106114000.0
1250400000,Троїцька,0.0,39331400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63883900.0,39331400.0,0.0,63883900.0
1254100000,Хрустальненська,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1250300000,Чмирівська,0.0,26757400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19621000.0,26757400.0,0.0,19621000.0
1253900000,Широківська,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1251000000,Шульгинська,0.0,11282300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10132100.0,11282300.0,0.0,10132100.0
1253000000,Щастинська,0.0,56500400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68120300.0,56500400.0,0.0,68120300.0
1355800000,Івано-Франківська,51396800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12848900.0,0.0,51396800.0,12848900.0
1354200000,Белзька,0.0,12847800.0,1655000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12847800.0,0.0,1655000.0
1354300000,Боринська,0.0,52611400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52611400.0,0.0,0.0
1354400000,Бориславська,0.0,48656400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1864500.0,48656400.0,0.0,1864500.0
1354500000,Бродівська,26784600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26784600.0,0.0
1354600000,Буська,0.0,36422000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,385200.0,36422000.0,0.0,385200.0
1353600000,Бібрська,0.0,26992700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26992700.0,0.0,0.0
1350200000,Бісковицька,0.0,45886900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45886900.0,0.0,0.0
1352300000,Великолюбінська,0.0,19678900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16905100.0,19678900.0,0.0,16905100.0
1353200000,Великомостівська,28128900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28128900.0,0.0
1354700000,Глинянська,0.0,18651900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259552.0,0.0,18651900.0,0.0,259552.0
1350500000,Гніздичівська,0.0,9874900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9874900.0,0.0,0.0
1354900000,Грабовецько-Дулібівська,0.0,25963200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25963200.0,0.0,0.0
1352000000,Давидівська,0.0,8548300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8548300.0,0.0,0.0
1355000000,Добромильська,0.0,50772000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336600.0,50772000.0,0.0,336600.0
1355100000,Добросинсько-Магерівська,0.0,40810800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,866200.0,40810800.0,0.0,866200.0
1355200000,Добротвірська,82400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,596400.0,0.0,82400.0,596400.0
1355300000,Дрогобицька,0.0,75820600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75820600.0,0.0,0.0
1355400000,Жидачівська,0.0,12181500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12181500.0,0.0,0.0
1355500000,Жовківська,0.0,28888900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28888900.0,0.0,0.0
1352100000,Жовтанецька,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50800.0,0.0,0.0,50800.0
1355600000,Журавненська,0.0,32426400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32426400.0,0.0,0.0
1350800000,Заболотцівська,0.0,12356900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4756400.0,12356900.0,0.0,4756400.0
1353700000,Зимноводівська,0.0,18823500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352200.0,18823500.0,0.0,352200.0
1355700000,Золочівська,5561500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3437000.0,0.0,5561500.0,3437000.0
1353400000,Кам'янка-Бузька,3534200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265700.0,0.0,3534200.0,265700.0
1355900000,Козівська,0.0,23474100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,891400.0,23474100.0,0.0,891400.0
1356000000,Комарнівська,0.0,26695100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,430800.0,26695100.0,0.0,430800.0
1356100000,Красненська,0.0,35421600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35421600.0,0.0,0.0
1356200000,Куликівська,0.0,10257100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10257100.0,0.0,0.0
1353800000,Лопатинська,0.0,28740400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,921700.0,28740400.0,0.0,921700.0
1356300000,Львівська,1364046700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54412400.0,0.0,1364046700.0,54412400.0
1353900000,Меденицька,0.0,41324500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247100.0,41324500.0,0.0,247100.0
1356400000,Миколаївська,0.0,42674100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42674100.0,0.0,0.0
1356500000,Моршинська,0.0,11861000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8905900.0,11861000.0,0.0,8905900.0
1351700000,Мостиська,0.0,49704600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49704600.0,0.0,0.0
1353500000,Мурованська,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1351100000,Новокалинівська,7998300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2250800.0,0.0,7998300.0,2250800.0
