Айді громади,Назва громади,[41031200] На забезпечення нагальних потреб функціонування держави в умовах воєнного стану,[41034700] На ліквідацію наслідків збройної агресії,[41036100] На житло для сімей ветеранів війни та інвалідів внаслідок війни,[41033900] Освітня субвенція (зарплати),"[41036000] ""Нова українська школа""",[41032800] Облаштування безпечних умов (укриттів) у школах,[41033000] Підтримка окремих закладів у системі охорони здоров'я,"[41037500] Інвестиційні проекти у сфері охорони здоров'я (реабілітації, ремонти)",Сума Війна та відновлення,Сума Освіта,Сума Охорона здоров'я
2253000000,Красилівська,0.0,3553920.0,0.0,68171000.0,0.0,0.0,0.0,0.0,3553920.0,68171000.0,0.0
2253800000,Крупецька,0.0,0.0,0.0,9989300.0,0.0,0.0,0.0,0.0,0.0,9989300.0,0.0
2252500000,Ленковецька,0.0,0.0,0.0,17500700.0,0.0,0.0,0.0,0.0,0.0,17500700.0,0.0
2251100000,Летичівська,0.0,0.0,0.0,48496100.0,0.0,0.0,0.0,0.0,0.0,48496100.0,0.0
2251200000,Лісовогринівецька,0.0,0.0,0.0,14897400.0,0.0,0.0,0.0,0.0,0.0,14897400.0,0.0
2251300000,Маківська,0.0,0.0,0.0,16117400.0,0.0,0.0,0.0,0.0,0.0,16117400.0,0.0
2251400000,Меджибізька,0.0,0.0,0.0,22084700.0,0.0,0.0,0.0,0.0,0.0,22084700.0,0.0
2255900000,Миролюбненська,0.0,0.0,0.0,11379400.0,0.0,0.0,0.0,0.0,0.0,11379400.0,0.0
2256000000,Михайлюцька,0.0,0.0,0.0,19658300.0,0.0,0.0,0.0,0.0,0.0,19658300.0,0.0
2251500000,Наркевицька,0.0,0.0,0.0,12534400.0,0.0,0.0,0.0,0.0,0.0,12534400.0,0.0
2254600000,Нетішинська,0.0,0.0,0.0,70796700.0,0.0,0.0,0.0,0.0,0.0,70796700.0,0.0
2250800000,Новодунаєвецька,0.0,0.0,0.0,22676400.0,0.0,0.0,0.0,0.0,0.0,22676400.0,0.0
2251600000,Новоушицька,0.0,0.0,0.0,58671300.0,0.0,0.0,0.0,0.0,0.0,58671300.0,0.0
2256100000,Орининська,0.0,0.0,0.0,21204100.0,0.0,0.0,0.0,0.0,0.0,21204100.0,0.0
2254700000,Плужненська,0.0,0.0,0.0,20976800.0,0.0,0.0,0.0,0.0,0.0,20976800.0,0.0
2251700000,Полонська,0.0,0.0,0.0,84703500.0,0.0,0.0,0.0,0.0,0.0,84703500.0,0.0
2251800000,Понінківська,0.0,0.0,0.0,18607700.0,0.0,0.0,0.0,0.0,0.0,18607700.0,0.0
2251900000,Розсошанська,0.0,0.0,0.0,33558500.0,0.0,0.0,0.0,0.0,0.0,33558500.0,0.0
2252000000,Сатанівська,0.0,0.0,0.0,26237100.0,0.0,0.0,0.0,0.0,0.0,26237100.0,0.0
2254900000,Сахновецька,0.0,0.0,0.0,14483000.0,0.0,0.0,0.0,0.0,0.0,14483000.0,0.0
2254500000,Славутська,0.0,0.0,0.0,69883400.0,0.0,0.0,0.0,0.0,0.0,69883400.0,0.0
2252800000,Слобідсько-Кульчієвецька,0.0,0.0,0.0,21441700.0,0.0,0.0,0.0,0.0,0.0,21441700.0,0.0
2253500000,Смотрицька,0.0,0.0,0.0,14987900.0,0.0,0.0,0.0,0.0,0.0,14987900.0,0.0
2253200000,Солобковецька,0.0,0.0,0.0,12008600.0,0.0,0.0,0.0,0.0,0.0,12008600.0,0.0
2255200000,Старокостянтинівська,0.0,0.0,0.0,131669500.0,0.0,0.0,0.0,0.0,0.0,131669500.0,0.0
2256200000,Староостропільська,0.0,0.0,0.0,15959700.0,0.0,0.0,0.0,0.0,0.0,15959700.0,0.0
2252100000,Старосинявська,0.0,0.0,0.0,48121700.0,0.0,0.0,0.0,0.0,0.0,48121700.0,0.0
2253700000,Староушицька,0.0,0.0,0.0,13519200.0,0.0,0.0,0.0,0.0,0.0,13519200.0,0.0
2252600000,Судилківська,0.0,0.0,0.0,37957400.0,0.0,0.0,0.0,0.0,0.0,37957400.0,0.0
2256300000,Теофіпольська,0.0,0.0,0.0,75620000.0,0.0,0.0,0.0,0.0,0.0,75620000.0,0.0
2254300000,Улашанівська,0.0,0.0,0.0,28673000.0,0.0,0.0,0.0,0.0,0.0,28673000.0,0.0
2256400000,Хмельницька,0.0,0.0,0.0,622434500.0,0.0,0.0,0.0,0.0,0.0,622434500.0,0.0
2252300000,Чемеровецька,0.0,0.0,0.0,60178000.0,0.0,0.0,0.0,0.0,0.0,60178000.0,0.0
2252200000,Чорноострівська,0.0,0.0,0.0,26793500.0,0.0,0.0,0.0,0.0,0.0,26793500.0,0.0
2256500000,Шепетівська,0.0,0.0,0.0,95197200.0,0.0,0.0,0.0,0.0,0.0,95197200.0,0.0
2256600000,Щиборівська,0.0,0.0,0.0,12518700.0,0.0,0.0,0.0,0.0,0.0,12518700.0,0.0
2254400000,Ямпільська,0.0,0.0,0.0,18034300.0,0.0,0.0,0.0,0.0,0.0,18034300.0,0.0
2256700000,Ярмолинецька,0.0,0.0,0.0,56243900.0,0.0,0.0,0.0,0.0,0.0,56243900.0,0.0
1152900000,Аджамська,0.0,0.0,0.0,15166800.0,0.0,0.0,0.0,0.0,0.0,15166800.0,0.0
1153000000,Благовіщенська,0.0,0.0,0.0,66586000.0,0.0,0.0,0.0,0.0,0.0,66586000.0,0.0
1150100000,Бобринецька,0.0,0.0,0.0,25952100.0,0.0,0.0,0.0,0.0,0.0,25952100.0,0.0
1150400000,Великоандрусівська,0.0,0.0,0.0,27554000.0,0.0,0.0,0.0,0.0,0.0,27554000.0,0.0
1150700000,Великосеверинівська,0.0,0.0,0.0,17149200.0,0.0,0.0,0.0,0.0,0.0,17149200.0,0.0
1153200000,Гайворонська,0.0,0.0,0.0,54592300.0,0.0,0.0,0.0,0.0,0.0,54592300.0,0.0
1150600000,Ганнівська,0.0,0.0,0.0,11056500.0,0.0,0.0,0.0,0.0,0.0,11056500.0,0.0
1152300000,Глодоська,0.0,0.0,0.0,9881700.0,0.0,0.0,0.0,0.0,0.0,9881700.0,0.0
1153300000,Голованівська,0.0,0.0,0.0,40889900.0,0.0,0.0,0.0,0.0,0.0,40889900.0,0.0
1152400000,Гурівська,0.0,0.0,0.0,19133900.0,0.0,0.0,0.0,0.0,0.0,19133900.0,0.0
1151400000,Дмитрівська,0.0,0.0,0.0,17438100.0,0.0,0.0,0.0,0.0,0.0,17438100.0,0.0
1151700000,Добровеличківська,0.0,0.0,0.0,40650700.0,0.0,0.0,0.0,0.0,0.0,40650700.0,0.0
1153400000,Долинська,0.0,0.0,0.0,56552900.0,0.0,0.0,0.0,0.0,0.0,56552900.0,0.0
1153500000,Заваллівська,0.0,0.0,0.0,23892100.0,0.0,0.0,0.0,0.0,0.0,23892100.0,0.0
1152500000,Злинська,0.0,0.0,0.0,17424900.0,0.0,0.0,0.0,0.0,0.0,17424900.0,0.0
1153600000,Знам'янська,0.0,0.0,0.0,61326200.0,0.0,0.0,0.0,0.0,0.0,61326200.0,0.0
1153900000,Кам'янецька,0.0,0.0,0.0,40888300.0,0.0,0.0,0.0,0.0,0.0,40888300.0,0.0
1150900000,Катеринівська,0.0,0.0,0.0,16361500.0,0.0,0.0,0.0,0.0,0.0,16361500.0,0.0
1153700000,Кетрисанівська,0.0,0.0,0.0,43696300.0,0.0,0.0,0.0,0.0,0.0,43696300.0,0.0
1151100000,Компаніївська,0.0,0.0,0.0,55305100.0,0.0,0.0,0.0,0.0,0.0,55305100.0,0.0
1152810000,Кропивницька,0.0,0.0,0.0,426401900.0,0.0,0.0,0.0,0.0,0.0,426401900.0,0.0
1150200000,Маловисківська,0.0,0.0,0.0,36887300.0,0.0,0.0,0.0,0.0,0.0,36887300.0,0.0
1150600000,Мар'янівська,0.0,0.0,0.0,11056500.0,0.0,0.0,0.0,0.0,0.0,11056500.0,0.0
1153800000,Надлацька,0.0,0.0,0.0,11301300.0,0.0,0.0,0.0,0.0,0.0,11301300.0,0.0
1154000000,Новоархангельська,0.0,0.0,0.0,38402100.0,0.0,0.0,0.0,0.0,0.0,38402100.0,0.0
1154100000,Новомиргородська,0.0,0.0,0.0,69962000.0,0.0,0.0,0.0,0.0,0.0,69962000.0,0.0
1151500000,Новопразька,0.0,0.0,0.0,17866300.0,0.0,0.0,0.0,0.0,0.0,17866300.0,0.0
1150300000,Новоукраїнська,0.0,0.0,0.0,41132500.0,0.0,0.0,0.0,0.0,0.0,41132500.0,0.0
1154300000,Олександрівська,0.0,0.0,0.0,147074000.0,0.0,0.0,0.0,0.0,0.0,147074000.0,0.0
1154300000,Олександрійська,0.0,0.0,0.0,147074000.0,0.0,0.0,0.0,0.0,0.0,147074000.0,0.0
1154400000,Онуфріївська,0.0,0.0,0.0,47579800.0,0.0,0.0,0.0,0.0,0.0,47579800.0,0.0
1154500000,Пантаївська,0.0,0.0,0.0,9326400.0,0.0,0.0,0.0,0.0,0.0,9326400.0,0.0
1151000000,Первозванівська,0.0,0.0,0.0,27194400.0,0.0,0.0,0.0,0.0,0.0,27194400.0,0.0
1154600000,Перегонівська,0.0,0.0,0.0,8553500.0,0.0,0.0,0.0,0.0,0.0,8553500.0,0.0
1152100000,Петрівська,0.0,0.0,0.0,55199500.0,0.0,0.0,0.0,0.0,0.0,55199500.0,0.0
1154800000,Побузька,0.0,0.0,0.0,26165300.0,0.0,0.0,0.0,0.0,0.0,26165300.0,0.0
1151300000,Помічнянська,0.0,0.0,0.0,23275000.0,0.0,0.0,0.0,0.0,0.0,23275000.0,0.0
1152000000,Попельнастівська,0.0,0.0,0.0,27476700.0,0.0,0.0,0.0,0.0,0.0,27476700.0,0.0
1151600000,Приютівська,0.0,0.0,0.0,38470900.0,0.0,0.0,0.0,0.0,0.0,38470900.0,0.0
1154700000,Підвисоцька,0.0,0.0,0.0,16951200.0,0.0,0.0,0.0,0.0,0.0,16951200.0,0.0
1151900000,Піщанобрідська,0.0,0.0,0.0,20471500.0,0.0,0.0,0.0,0.0,0.0,20471500.0,0.0
1154900000,Рівнянська,0.0,0.0,0.0,29083200.0,0.0,0.0,0.0,0.0,0.0,29083200.0,0.0
1155000000,Світловодська,0.0,0.0,0.0,85327700.0,0.0,0.0,0.0,0.0,0.0,85327700.0,0.0
1151200000,Смолінська,0.0,0.0,0.0,28870200.0,0.0,0.0,0.0,0.0,0.0,28870200.0,0.0
1150500000,Соколівська,0.0,0.0,0.0,30483200.0,0.0,0.0,0.0,0.0,0.0,30483200.0,0.0
1155100000,Суботцівська,0.0,0.0,0.0,40816500.0,0.0,0.0,0.0,0.0,0.0,40816500.0,0.0
1150800000,Тишківська,0.0,0.0,0.0,11654300.0,0.0,0.0,0.0,0.0,0.0,11654300.0,0.0
1155200000,Устинівська,0.0,0.0,0.0,38226500.0,0.0,0.0,0.0,0.0,0.0,38226500.0,0.0
1054500000,Іванківська,0.0,0.0,0.0,81676800.0,0.0,0.0,0.0,0.0,0.0,81676800.0,0.0
1054600000,Ірпінська,0.0,212517112.0,0.0,163610400.0,0.0,0.0,0.0,0.0,212517112.0,163610400.0,0.0
1051000000,Баришівська,0.0,0.0,0.0,77994200.0,0.0,0.0,0.0,0.0,0.0,77994200.0,0.0
1051400000,Березанська,0.0,0.0,0.0,54197800.0,0.0,0.0,0.0,0.0,0.0,54197800.0,0.0
1052500000,Бишівська,0.0,0.0,0.0,27093200.0,0.0,0.0,0.0,0.0,0.0,27093200.0,0.0
1051800000,Богуславська,0.0,0.0,0.0,55915200.0,0.0,0.0,0.0,0.0,0.0,55915200.0,0.0
1052800000,Бориспільська,0.0,0.0,0.0,194550100.0,0.0,0.0,0.0,0.0,0.0,194550100.0,0.0
1051100000,Бородянська,0.0,0.0,0.0,62075700.0,0.0,0.0,0.0,0.0,0.0,62075700.0,0.0
1052900000,Борщагівська,0.0,0.0,0.0,113971600.0,0.0,0.0,0.0,0.0,0.0,113971600.0,0.0
1053000000,Боярська,0.0,0.0,0.0,132889000.0,0.0,0.0,0.0,0.0,0.0,132889000.0,0.0
1053100000,Броварська,0.0,0.0,0.0,257381300.0,0.0,0.0,0.0,0.0,0.0,257381300.0,0.0
1051500000,Бучанська,0.0,253953457.0,0.0,152933600.0,0.0,0.0,0.0,0.0,253953457.0,152933600.0,0.0
1052600000,Білогородська,0.0,0.0,0.0,82205700.0,0.0,0.0,0.0,0.0,0.0,82205700.0,0.0
1052700000,Білоцерківська,0.0,0.0,0.0,329442300.0,0.0,0.0,0.0,0.0,0.0,329442300.0,0.0
1053200000,Васильківська,0.0,0.0,0.0,101648100.0,0.0,0.0,0.0,0.0,0.0,101648100.0,0.0
1050400000,Великодимерська,0.0,0.0,0.0,88825200.0,0.0,0.0,0.0,0.0,0.0,88825200.0,0.0
1053300000,Вишгородська,0.0,0.0,0.0,85616400.0,0.0,0.0,0.0,0.0,0.0,85616400.0,0.0
1053400000,Вишнева,0.0,0.0,0.0,139709600.0,0.0,0.0,0.0,0.0,0.0,139709600.0,0.0
1053500000,Володарська,0.0,0.0,0.0,45367000.0,0.0,0.0,0.0,0.0,0.0,45367000.0,0.0
1053600000,Вороньківська,0.0,0.0,0.0,38072400.0,0.0,0.0,0.0,0.0,0.0,38072400.0,0.0
1053700000,Гатненська,0.0,30000000.0,0.0,25111700.0,0.0,0.0,0.0,0.0,30000000.0,25111700.0,0.0
1051900000,Глевахівська,0.0,0.0,0.0,45813300.0,0.0,0.0,0.0,0.0,0.0,45813300.0,0.0
1053900000,Гостомельська,0.0,0.0,0.0,42885200.0,0.0,0.0,0.0,0.0,0.0,42885200.0,0.0
1054000000,Гребінківська,0.0,0.0,0.0,33897200.0,0.0,0.0,0.0,0.0,0.0,33897200.0,0.0
1053800000,Гірська,0.0,0.0,0.0,23326400.0,0.0,0.0,0.0,0.0,0.0,23326400.0,0.0
1054100000,Димерська,0.0,0.0,0.0,60467700.0,0.0,0.0,0.0,0.0,0.0,60467700.0,0.0
1051300000,Дмитрівська,0.0,0.0,0.0,96931000.0,0.0,0.0,0.0,0.0,0.0,96931000.0,0.0
1050500000,Дівичківська,0.0,0.0,0.0,14819400.0,0.0,0.0,0.0,0.0,0.0,14819400.0,0.0
1052300000,Зазимська,0.0,0.0,0.0,38244200.0,0.0,0.0,0.0,0.0,0.0,38244200.0,0.0
1054300000,Згурівська,0.0,0.0,0.0,52536800.0,0.0,0.0,0.0,0.0,0.0,52536800.0,0.0
1054400000,Золочівська,0.0,0.0,0.0,23457700.0,0.0,0.0,0.0,0.0,0.0,23457700.0,0.0
1054700000,Кагарлицька,0.0,0.0,0.0,65652000.0,0.0,0.0,0.0,0.0,0.0,65652000.0,0.0
1051200000,Калинівська,0.0,0.0,0.0,22075800.0,0.0,0.0,0.0,0.0,0.0,22075800.0,0.0
1050100000,Калитянська,0.0,0.0,0.0,28600000.0,0.0,0.0,0.0,0.0,0.0,28600000.0,0.0
1051200000,Ковалівська,0.0,0.0,0.0,22075800.0,0.0,0.0,0.0,0.0,0.0,22075800.0,0.0
1054900000,Кожанська,0.0,0.0,0.0,19924400.0,0.0,0.0,0.0,0.0,0.0,19924400.0,0.0
1055000000,Козинська,0.0,0.0,0.0,24394600.0,0.0,0.0,0.0,0.0,0.0,24394600.0,0.0
1055100000,Коцюбинська,0.0,0.0,0.0,27181400.0,0.0,0.0,0.0,0.0,0.0,27181400.0,0.0
1055200000,Макарівська,0.0,0.0,0.0,100369500.0,0.0,0.0,0.0,0.0,0.0,100369500.0,0.0
1055300000,Маловільшанська,0.0,0.0,0.0,28124700.0,0.0,0.0,0.0,0.0,0.0,28124700.0,0.0
1050300000,Медвинська,0.0,0.0,0.0,9771900.0,0.0,0.0,0.0,0.0,0.0,9771900.0,0.0
1051300000,Миронівська,0.0,0.0,0.0,96931000.0,0.0,0.0,0.0,0.0,0.0,96931000.0,0.0
1055400000,Немішаївська,0.0,0.0,0.0,36823600.0,0.0,0.0,0.0,0.0,0.0,36823600.0,0.0
1051700000,Обухівська,0.0,0.0,0.0,123999100.0,0.0,0.0,0.0,0.0,0.0,123999100.0,0.0
1055500000,Переяславська,0.0,0.0,0.0,71088600.0,0.0,0.0,0.0,0.0,0.0,71088600.0,0.0
1055600000,Петрівська,0.0,28097749.0,0.0,46381400.0,0.0,0.0,0.0,0.0,28097749.0,46381400.0,0.0
1055800000,Поліська,0.0,0.0,0.0,22128800.0,0.0,0.0,0.0,0.0,0.0,22128800.0,0.0
1055900000,Пристолична,0.0,0.0,0.0,49396600.0,0.0,0.0,0.0,0.0,0.0,49396600.0,0.0
1055700000,Пірнівська,0.0,0.0,0.0,24639300.0,0.0,0.0,0.0,0.0,0.0,24639300.0,0.0
1050200000,Пісківська,0.0,0.0,0.0,20796600.0,0.0,0.0,0.0,0.0,0.0,20796600.0,0.0
1051600000,Ржищівська,0.0,0.0,0.0,33778900.0,0.0,0.0,0.0,0.0,0.0,33778900.0,0.0
1056000000,Рокитнянська,0.0,0.0,0.0,78133100.0,0.0,0.0,0.0,0.0,0.0,78133100.0,0.0
1056100000,Сквирська,0.0,0.0,0.0,82597900.0,0.0,0.0,0.0,0.0,0.0,82597900.0,0.0
1056200000,Славутицька,0.0,0.0,0.0,36816000.0,0.0,0.0,0.0,0.0,0.0,36816000.0,0.0
1056300000,Ставищенська,0.0,0.0,0.0,61366500.0,0.0,0.0,0.0,0.0,0.0,61366500.0,0.0
1050900000,Студениківська,0.0,0.0,0.0,19564100.0,0.0,0.0,0.0,0.0,0.0,19564100.0,0.0
1056400000,Таращанська,0.0,0.0,0.0,75150200.0,0.0,0.0,0.0,0.0,0.0,75150200.0,0.0
1052000000,Ташанська,0.0,0.0,0.0,13012800.0,0.0,0.0,0.0,0.0,0.0,13012800.0,0.0
1050800000,Тетіївська,0.0,0.0,0.0,89254700.0,0.0,0.0,0.0,0.0,0.0,89254700.0,0.0
1052100000,Томашівська,0.0,0.0,0.0,12690000.0,0.0,0.0,0.0,0.0,0.0,12690000.0,0.0
1050700000,Узинська,0.0,0.0,0.0,50926500.0,0.0,0.0,0.0,0.0,0.0,50926500.0,0.0
1056500000,Українська,0.0,0.0,0.0,45925300.0,0.0,0.0,0.0,0.0,0.0,45925300.0,0.0
1056600000,Фастівська,0.0,0.0,0.0,141452300.0,0.0,0.0,0.0,0.0,0.0,141452300.0,0.0
1056700000,Феодосіївська,0.0,0.0,0.0,41736800.0,0.0,0.0,0.0,0.0,0.0,41736800.0,0.0
1050600000,Фурсівська,0.0,0.0,0.0,27915200.0,0.0,0.0,0.0,0.0,0.0,27915200.0,0.0
1052200000,Циблівська,0.0,0.0,0.0,18826700.0,0.0,0.0,0.0,0.0,0.0,18826700.0,0.0
1056800000,Чабанівська,0.0,0.0,0.0,20934500.0,0.0,0.0,0.0,0.0,0.0,20934500.0,0.0
1056900000,Яготинська,0.0,0.0,0.0,77843400.0,0.0,0.0,0.0,0.0,0.0,77843400.0,0.0
1250200000,Айдарська,0.0,0.0,0.0,5793900.0,0.0,0.0,0.0,0.0,0.0,5793900.0,0.0
1253100000,Алчевська,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1253200000,Антрацитівська,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1250500000,Біловодська,0.0,0.0,0.0,10670200.0,0.0,0.0,0.0,0.0,0.0,10670200.0,0.0
1250100000,Білокуракинська,0.0,0.0,0.0,11334800.0,0.0,0.0,0.0,0.0,0.0,11334800.0,0.0
1251600000,Білолуцька,0.0,0.0,0.0,2967300.0,0.0,0.0,0.0,0.0,0.0,2967300.0,0.0
1251700000,Гірська,0.0,0.0,0.0,25556300.0,0.0,0.0,0.0,0.0,0.0,25556300.0,0.0
1253300000,Довжанська,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1253400000,Зимогір'ївська,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1253500000,Кадіївська,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1251500000,Коломийчиська,0.0,0.0,0.0,868300.0,0.0,0.0,0.0,0.0,0.0,868300.0,0.0
1250600000,Красноріченська,0.0,0.0,0.0,9136800.0,0.0,0.0,0.0,0.0,0.0,9136800.0,0.0
1251800000,Кремінська,0.0,0.0,0.0,35461100.0,0.0,0.0,0.0,0.0,0.0,35461100.0,0.0
1251900000,Лисичанська,0.0,0.0,0.0,131117000.0,0.0,0.0,0.0,0.0,0.0,131117000.0,0.0
1250900000,Лозно-Олександрівська,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1253600000,Луганська,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1253700000,Лутугинська,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1251100000,Марківська,0.0,0.0,0.0,8271300.0,0.0,0.0,0.0,0.0,0.0,8271300.0,0.0
1252000000,Міловська,0.0,0.0,0.0,681800.0,0.0,0.0,0.0,0.0,0.0,681800.0,0.0
1250800000,Нижньодуванська,0.0,0.0,0.0,10560800.0,0.0,0.0,0.0,0.0,0.0,10560800.0,0.0
1252100000,Нижньотеплівська,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1252200000,Новоайдарська,0.0,0.0,0.0,9698200.0,0.0,0.0,0.0,0.0,0.0,9698200.0,0.0
1253800000,Отаманівська,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1252300000,Попаснянська,0.0,0.0,0.0,24200400.0,0.0,0.0,0.0,0.0,0.0,24200400.0,0.0
1253900000,Ровеньківська,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1252400000,Рубіжанська,0.0,0.0,0.0,38544700.0,0.0,0.0,0.0,0.0,0.0,38544700.0,0.0
1252500000,Сватівська,0.0,0.0,0.0,10142000.0,0.0,0.0,0.0,0.0,0.0,10142000.0,0.0
1254000000,Сорокинська,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1252700000,Станично-Луганська,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1252800000,Старобільська,0.0,0.0,0.0,12607400.0,0.0,0.0,0.0,0.0,0.0,12607400.0,0.0
1252600000,Сіверськодонецька,0.0,0.0,0.0,130606000.0,0.0,0.0,0.0,0.0,0.0,130606000.0,0.0
1250400000,Троїцька,0.0,0.0,0.0,11786900.0,0.0,0.0,0.0,0.0,0.0,11786900.0,0.0
1254100000,Хрустальненська,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1250300000,Чмирівська,0.0,0.0,0.0,11650300.0,0.0,0.0,0.0,0.0,0.0,11650300.0,0.0
1253900000,Широківська,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1251000000,Шульгинська,0.0,0.0,0.0,11902700.0,0.0,0.0,0.0,0.0,0.0,11902700.0,0.0
1253000000,Щастинська,0.0,0.0,0.0,3325600.0,0.0,0.0,0.0,0.0,0.0,3325600.0,0.0
1355800000,Івано-Франківська,0.0,0.0,0.0,60640400.0,0.0,0.0,0.0,0.0,0.0,60640400.0,0.0
1354200000,Белзька,0.0,0.0,0.0,37905700.0,0.0,0.0,0.0,0.0,0.0,37905700.0,0.0
1354300000,Боринська,0.0,0.0,0.0,89193200.0,0.0,0.0,0.0,0.0,0.0,89193200.0,0.0
1354400000,Бориславська,0.0,0.0,0.0,80646300.0,0.0,0.0,0.0,0.0,0.0,80646300.0,0.0
1354500000,Бродівська,0.0,0.0,0.0,107135300.0,0.0,0.0,0.0,0.0,0.0,107135300.0,0.0
1354600000,Буська,0.0,0.0,0.0,92580700.0,0.0,0.0,0.0,0.0,0.0,92580700.0,0.0
1353600000,Бібрська,0.0,0.0,0.0,47941700.0,0.0,0.0,0.0,0.0,0.0,47941700.0,0.0
1350200000,Бісковицька,0.0,0.0,0.0,55239300.0,0.0,0.0,0.0,0.0,0.0,55239300.0,0.0
1352300000,Великолюбінська,0.0,0.0,0.0,23459100.0,0.0,0.0,0.0,0.0,0.0,23459100.0,0.0
1353200000,Великомостівська,0.0,0.0,0.0,49436400.0,0.0,0.0,0.0,0.0,0.0,49436400.0,0.0
1354700000,Глинянська,0.0,0.0,0.0,27337700.0,0.0,0.0,0.0,0.0,0.0,27337700.0,0.0
1350500000,Гніздичівська,0.0,0.0,0.0,16698500.0,0.0,0.0,0.0,0.0,0.0,16698500.0,0.0
1354900000,Грабовецько-Дулібівська,0.0,0.0,0.0,31564200.0,0.0,0.0,0.0,0.0,0.0,31564200.0,0.0
1352000000,Давидівська,0.0,0.0,0.0,49946000.0,0.0,0.0,0.0,0.0,0.0,49946000.0,0.0
1355000000,Добромильська,0.0,0.0,0.0,38042400.0,0.0,0.0,0.0,0.0,0.0,38042400.0,0.0
1355100000,Добросинсько-Магерівська,0.0,0.0,0.0,49318200.0,0.0,0.0,0.0,0.0,0.0,49318200.0,0.0
1355200000,Добротвірська,0.0,0.0,0.0,24970300.0,0.0,0.0,0.0,0.0,0.0,24970300.0,0.0
1355300000,Дрогобицька,0.0,10000000.0,0.0,225987200.0,0.0,0.0,0.0,0.0,10000000.0,225987200.0,0.0
1355400000,Жидачівська,0.0,0.0,0.0,44538300.0,0.0,0.0,0.0,0.0,0.0,44538300.0,0.0
1355500000,Жовківська,0.0,0.0,0.0,99191300.0,0.0,0.0,0.0,0.0,0.0,99191300.0,0.0
1352100000,Жовтанецька,0.0,0.0,0.0,39220700.0,0.0,0.0,0.0,0.0,0.0,39220700.0,0.0
1355600000,Журавненська,0.0,0.0,0.0,30900300.0,0.0,0.0,0.0,0.0,0.0,30900300.0,0.0
1350800000,Заболотцівська,0.0,0.0,0.0,19425000.0,0.0,0.0,0.0,0.0,0.0,19425000.0,0.0
1353700000,Зимноводівська,0.0,0.0,0.0,54495000.0,0.0,0.0,0.0,0.0,0.0,54495000.0,0.0
1355700000,Золочівська,0.0,0.0,0.0,117158400.0,0.0,0.0,0.0,0.0,0.0,117158400.0,0.0
1353400000,Кам'янка-Бузька,0.0,0.0,0.0,53558300.0,0.0,0.0,0.0,0.0,0.0,53558300.0,0.0
1355900000,Козівська,0.0,0.0,0.0,53379900.0,0.0,0.0,0.0,0.0,0.0,53379900.0,0.0
1356000000,Комарнівська,0.0,0.0,0.0,34010600.0,0.0,0.0,0.0,0.0,0.0,34010600.0,0.0
1356100000,Красненська,0.0,0.0,0.0,49346300.0,0.0,0.0,0.0,0.0,0.0,49346300.0,0.0
1356200000,Куликівська,0.0,0.0,0.0,34368900.0,0.0,0.0,0.0,0.0,0.0,34368900.0,0.0
1353800000,Лопатинська,0.0,0.0,0.0,31138900.0,0.0,0.0,0.0,0.0,0.0,31138900.0,0.0
1356300000,Львівська,0.0,0.0,0.0,1427591800.0,0.0,0.0,0.0,0.0,0.0,1427591800.0,0.0
1353900000,Меденицька,0.0,0.0,0.0,45639800.0,0.0,0.0,0.0,0.0,0.0,45639800.0,0.0
1356400000,Миколаївська,0.0,0.0,0.0,92427100.0,0.0,0.0,0.0,0.0,0.0,92427100.0,0.0
1356500000,Моршинська,0.0,0.0,0.0,33732200.0,0.0,0.0,0.0,0.0,0.0,33732200.0,0.0
1351700000,Мостиська,0.0,0.0,0.0,99719800.0,0.0,0.0,0.0,0.0,0.0,99719800.0,0.0
1353500000,Мурованська,0.0,0.0,0.0,23165700.0,0.0,0.0,0.0,0.0,0.0,23165700.0,0.0
1351100000,Новокалинівська,0.0,0.0,0.0,28508300.0,0.0,0.0,0.0,0.0,0.0,28508300.0,0.0
1356600000,Новороздільська,0.0,0.0,0.0,60924500.0,0.0,0.0,0.0,0.0,0.0,60924500.0,0.0
